words@rvb1977m	@rvb1977m	60.603	60.948	в
words@rvb1977m	@rvb1977m	60.948	61.293	конце
words@rvb1977m	@rvb1977m	61.293	61.638	недели
words@rvb1977m	@rvb1977m	61.638	61.983	у
words@rvb1977m	@rvb1977m	61.983	62.328	меня
words@rvb1977m	@rvb1977m	62.328	62.673	накапливалась
words@rvb1977m	@rvb1977m	62.673	63.018	какая-то
words@rvb1977m	@rvb1977m	63.018	63.363	сумма
words@rvb1977m	@rvb1977m	63.363	63.713	денег
words@rvb1977m	@rvb1977m	64.405	64.725	и
words@rvb1977m	@rvb1977m	64.725	65.045	я
words@rvb1977m	@rvb1977m	65.045	65.365	раз
words@rvb1977m	@rvb1977m	65.365	65.685	в
words@rvb1977m	@rvb1977m	65.685	66.005	две
words@rvb1977m	@rvb1977m	66.005	66.325	недели
words@rvb1977m	@rvb1977m	66.325	66.645	ну
words@rvb1977m	@rvb1977m	66.645	66.965	как
words@rvb1977m	@rvb1977m	66.965	67.285	были
words@rvb1977m	@rvb1977m	67.285	67.613	деньги
words@rvb1977m	@rvb1977m	68.19	68.393	как
words@rvb1977m	@rvb1977m	68.393	68.596	мог
words@rvb1977m	@rvb1977m	68.596	68.799	себе
words@rvb1977m	@rvb1977m	68.799	69.005	позволить
words@rvb1977m	@rvb1977m	70.096	70.306	брал
words@rvb1977m	@rvb1977m	70.306	70.516	билет
words@rvb1977m	@rvb1977m	70.516	70.726	и
words@rvb1977m	@rvb1977m	70.726	70.936	приезжал
words@rvb1977m	@rvb1977m	70.936	71.146	к
words@rvb1977m	@rvb1977m	71.146	71.356	ней
words@rvb1977m	@rvb1977m	72.153	72.431	в
words@rvb1977m	@rvb1977m	72.431	72.709	Новороссийск
words@rvb1977m	@rvb1977m	72.946	73.126	в
words@rvb1977m	@rvb1977m	73.126	73.306	гости
words@rvb1977m	@rvb1977m	74.498	74.795	я
words@rvb1977m	@rvb1977m	74.795	75.092	садился
words@rvb1977m	@rvb1977m	75.092	75.389	в
words@rvb1977m	@rvb1977m	75.389	75.686	поезд
words@rvb1977m	@rvb1977m	75.686	75.983	стоял
words@rvb1977m	@rvb1977m	75.983	76.28	ночью
words@rvb1977m	@rvb1977m	76.28	76.577	в
words@rvb1977m	@rvb1977m	76.577	76.874	тамбуре
words@rvb1977m	@rvb1977m	76.874	77.171	пол
words@rvb1977m	@rvb1977m	77.171	77.468	ночи
words@rvb1977m	@rvb1977m	77.468	77.765	не
words@rvb1977m	@rvb1977m	77.765	78.062	спал
words@rvb1977m	@rvb1977m	78.062	78.359	курил
words@rvb1977m	@rvb1977m	78.359	78.663	и
words@rvb1977m	@rvb1977m	79.157	79.416	думал
words@rvb1977m	@rvb1977m	79.416	79.675	когда
words@rvb1977m	@rvb1977m	79.675	79.934	же
words@rvb1977m	@rvb1977m	79.934	80.193	я
words@rvb1977m	@rvb1977m	80.193	80.452	приеду
words@rvb1977m	@rvb1977m	80.452	80.711	когда
words@rvb1977m	@rvb1977m	80.711	80.97	мы
words@rvb1977m	@rvb1977m	80.97	81.236	встретимся
words@rvb1977m	@rvb1977m	81.587	81.984	такая
words@rvb1977m	@rvb1977m	81.984	82.381	романтика
words@rvb1977m	@rvb1977m	82.381	82.778	ехал
words@rvb1977m	@rvb1977m	82.778	83.175	чувствовал
words@rvb1977m	@rvb1977m	83.175	83.572	себя
words@rvb1977m	@rvb1977m	83.572	83.969	настоящим
words@rvb1977m	@rvb1977m	83.969	84.366	героем
words@rvb1977m	@rvb1977m	85.598	85.834	это
words@rvb1977m	@rvb1977m	85.834	86.07	так
words@rvb1977m	@rvb1977m	86.07	86.306	круто
words@rvb1977m	@rvb1977m	86.802	87.209	любовь
words@rvb1977m	@rvb1977m	87.209	87.616	через
words@rvb1977m	@rvb1977m	87.616	88.025	расстояние
words@rvb1977m	@rvb1977m	89.052	89.434	потом
words@rvb1977m	@rvb1977m	89.434	89.816	все
words@rvb1977m	@rvb1977m	89.816	90.198	это
words@rvb1977m	@rvb1977m	90.198	90.58	закончилось
words@rvb1977m	@rvb1977m	90.58	90.964	конечно
words@rvb1977m	@rvb1977m	91.847	92.289	я
words@rvb1977m	@rvb1977m	92.289	92.731	очень
words@rvb1977m	@rvb1977m	92.731	93.173	был
words@rvb1977m	@rvb1977m	93.173	93.615	расстроен
words@rvb1977m	@rvb1977m	93.615	94.057	тогда
words@rvb1977m	@rvb1977m	103.999	104.147	и
words@rvb1977m	@rvb1977m	104.147	104.296	я
words@rvb1977m	@rvb1977m	105.957	106.231	что-то
words@rvb1977m	@rvb1977m	106.231	106.505	решил
words@rvb1977m	@rvb1977m	106.505	106.779	все
words@rvb1977m	@rvb1977m	106.779	107.053	пора
words@rvb1977m	@rvb1977m	107.053	107.327	сейчас
words@rvb1977m	@rvb1977m	107.327	107.601	как
words@rvb1977m	@rvb1977m	107.601	107.875	раз
words@rvb1977m	@rvb1977m	107.875	108.149	закончу
words@rvb1977m	@rvb1977m	108.149	108.423	и
words@rvb1977m	@rvb1977m	108.423	108.697	уеду
words@rvb1977m	@rvb1977m	108.697	108.971	вот
words@rvb1977m	@rvb1977m	108.971	109.245	я
words@rvb1977m	@rvb1977m	109.245	109.519	закончил
words@rvb1977m	@rvb1977m	109.519	109.793	и
words@rvb1977m	@rvb1977m	109.793	110.068	уехал
words@rvb1977m	@rvb1977m	124.702	125.028	да
words@rvb1977m	@rvb1977m	125.028	125.354	ничего
words@rvb1977m	@rvb1977m	125.354	125.68	не
words@rvb1977m	@rvb1977m	125.68	126.006	знал
words@rvb1977m	@rvb1977m	126.006	126.332	о
words@rvb1977m	@rvb1977m	126.332	126.658	Москве
words@rvb1977m	@rvb1977m	126.658	126.984	ну
words@rvb1977m	@rvb1977m	126.984	127.31	Москва
words@rvb1977m	@rvb1977m	127.31	127.636	и
words@rvb1977m	@rvb1977m	127.636	127.962	Москва
words@rvb1977m	@rvb1977m	127.962	128.288	иногда
words@rvb1977m	@rvb1977m	128.288	128.614	приезжали
words@rvb1977m	@rvb1977m	128.614	128.94	какие-то
words@rvb1977m	@rvb1977m	128.94	129.266	наши
words@rvb1977m	@rvb1977m	129.266	129.592	знакомые
words@rvb1977m	@rvb1977m	129.592	129.918	которые
words@rvb1977m	@rvb1977m	129.918	130.244	пытались
words@rvb1977m	@rvb1977m	130.244	130.57	в
words@rvb1977m	@rvb1977m	130.57	130.9	Москве
words@rvb1977m	@rvb1977m	131.997	132.463	заниматься
words@rvb1977m	@rvb1977m	132.463	132.929	тоже
words@rvb1977m	@rvb1977m	132.929	133.396	музыкой
words@rvb1977m	@rvb1977m	133.541	133.854	и
words@rvb1977m	@rvb1977m	133.854	134.167	все
words@rvb1977m	@rvb1977m	134.167	134.48	собирались
words@rvb1977m	@rvb1977m	134.48	134.793	там
words@rvb1977m	@rvb1977m	134.793	135.106	на
words@rvb1977m	@rvb1977m	135.106	135.424	тусах
words@rvb1977m	@rvb1977m	136.086	136.533	богемных
words@rvb1977m	@rvb1977m	136.533	136.98	таких
words@rvb1977m	@rvb1977m	136.98	137.427	вся
words@rvb1977m	@rvb1977m	137.427	137.877	творческая
words@rvb1977m	@rvb1977m	139.703	140.078	интеллигенция
words@rvb1977m	@rvb1977m	140.078	140.453	Таганрога
